mode,theme,component,id,role,variant,slot,route,surface,state,index,status,ratio,effectiveForeground,effectiveBackground,reason
recommended,dark,Alert,,warning,subtle,title,/__functional-colors,default,idle,0,pass,9.48682753567006,"[244.000065, 182.999985, 63.9999, 1]","[33.39998415, 27.30000165, 15.40004415, 1]",
recommended,dark,Alert,,warning,subtle,description,/__functional-colors,default,idle,0,pass,9.48682753567006,"[244.000065, 182.999985, 63.9999, 1]","[33.39998415, 27.30000165, 15.40004415, 1]",
recommended,dark,Button,,warning,solid,base/label,/__functional-colors,default,idle,0,pass,9.975230931282981,"[23.079922500000002, 23.0863485, 23.086935, 1]","[244.000065, 182.999985, 63.9999, 1]",
recommended,dark,Button,,warning,solid,base/label,/__functional-colors,default,hover,0,pass,10.57231933351847,"[23.079922500000002, 23.0863485, 23.086935, 1]","[245.09988, 190.19991000000002, 83.09991, 1]",
recommended,dark,Button,,warning,solid,base/label,/__functional-colors,default,active+hover,0,pass,11.209803503319694,"[23.079922500000002, 23.0863485, 23.086935, 1]","[246.19995, 197.40009, 102.19991999999999, 1]",
recommended,dark,Button,,warning,solid,base/label,/__functional-colors,default,keyboard-focus,0,pass,9.975230931282981,"[23.079922500000002, 23.0863485, 23.086935, 1]","[244.000065, 182.999985, 63.9999, 1]",
recommended,dark,Button,,warning,solid,base/label,/__functional-colors,default,keyboard-active+focus,0,pass,11.209803503319694,"[23.079922500000002, 23.0863485, 23.086935, 1]","[246.19995, 197.40009, 102.19991999999999, 1]",
recommended,dark,Button,,warning,solid,base/label,/__functional-colors,default,focus+hover,0,pass,10.57231933351847,"[23.079922500000002, 23.0863485, 23.086935, 1]","[245.09988, 190.19991000000002, 83.09991, 1]",
recommended,dark,Button,,warning,link,base/label,/__functional-colors,default,idle,0,pass,11.024783690770832,"[244.000065, 182.999985, 63.9999, 1]","[10.0000035, 10.0000035, 10.0000035, 1]",
recommended,dark,Button,,warning,link,base/label,/__functional-colors,default,hover,0,pass,11.024783690770832,"[244.000065, 182.999985, 63.9999, 1]","[10.0000035, 10.0000035, 10.0000035, 1]",
recommended,dark,Button,,warning,link,base/label,/__functional-colors,default,active+hover,0,pass,11.024783690770832,"[244.000065, 182.999985, 63.9999, 1]","[10.0000035, 10.0000035, 10.0000035, 1]",
recommended,dark,Button,,warning,link,base/label,/__functional-colors,default,keyboard-focus,0,pass,11.024783690770832,"[244.000065, 182.999985, 63.9999, 1]","[10.0000035, 10.0000035, 10.0000035, 1]",
recommended,dark,Button,,warning,link,base/label,/__functional-colors,default,keyboard-active+focus,0,pass,11.024783690770832,"[244.000065, 182.999985, 63.9999, 1]","[10.0000035, 10.0000035, 10.0000035, 1]",
recommended,dark,Button,,warning,link,base/label,/__functional-colors,default,focus+hover,0,pass,11.024783690770832,"[244.000065, 182.999985, 63.9999, 1]","[10.0000035, 10.0000035, 10.0000035, 1]",
recommended,dark,semantic text,,error,,text,/__functional-colors,default,idle,0,pass,8.449594779719497,"[255, 133.000095, 135.999915, 1]","[10.0000035, 10.0000035, 10.0000035, 1]",
recommended,dark,Badge,,error,solid,base,/__functional-colors,default,idle,0,pass,7.645198451741413,"[23.079922500000002, 23.0863485, 23.086935, 1]","[255, 133.000095, 135.999915, 1]",
recommended,dark,Alert,,error,solid,title,/__functional-colors,default,idle,0,pass,7.645198451741413,"[23.079922500000002, 23.0863485, 23.086935, 1]","[255, 133.000095, 135.999915, 1]",
recommended,dark,Alert,,error,solid,description,/__functional-colors,default,idle,0,pass,7.645198451741413,"[23.079922500000002, 23.0863485, 23.086935, 1]","[255, 133.000095, 135.999915, 1]",
recommended,dark,Badge,,error,outline,base,/__functional-colors,default,idle,0,pass,8.449594779719497,"[255, 133.000095, 135.999915, 1]","[10.0000035, 10.0000035, 10.0000035, 1]",
recommended,dark,Alert,,error,outline,title,/__functional-colors,default,idle,0,pass,8.449594779719497,"[255, 133.000095, 135.999915, 1]","[10.0000035, 10.0000035, 10.0000035, 1]",
recommended,dark,Alert,,error,outline,description,/__functional-colors,default,idle,0,pass,8.449594779719497,"[255, 133.000095, 135.999915, 1]","[10.0000035, 10.0000035, 10.0000035, 1]",
recommended,dark,Badge,,error,soft,base,/__functional-colors,default,idle,0,pass,7.475920865733439,"[255, 133.000095, 135.999915, 1]","[34.50000315, 22.30001265, 22.60002015, 1]",
recommended,dark,Alert,,error,soft,title,/__functional-colors,default,idle,0,pass,7.475920865733439,"[255, 133.000095, 135.999915, 1]","[34.50000315, 22.30001265, 22.60002015, 1]",
recommended,dark,Alert,,error,soft,description,/__functional-colors,default,idle,0,pass,7.475920865733439,"[255, 133.000095, 135.999915, 1]","[34.50000315, 22.30001265, 22.60002015, 1]",
recommended,dark,Badge,,error,subtle,base,/__functional-colors,default,idle,0,pass,7.475920865733439,"[255, 133.000095, 135.999915, 1]","[34.50000315, 22.30001265, 22.60002015, 1]",
recommended,dark,Alert,,error,subtle,title,/__functional-colors,default,idle,0,pass,7.475920865733439,"[255, 133.000095, 135.999915, 1]","[34.50000315, 22.30001265, 22.60002015, 1]",
recommended,dark,Alert,,error,subtle,description,/__functional-colors,default,idle,0,pass,7.475920865733439,"[255, 133.000095, 135.999915, 1]","[34.50000315, 22.30001265, 22.60002015, 1]",
recommended,dark,Button,,error,solid,base/label,/__functional-colors,default,idle,0,pass,7.645198451741413,"[23.079922500000002, 23.0863485, 23.086935, 1]","[255, 133.000095, 135.999915, 1]",
recommended,dark,Button,,error,solid,base/label,/__functional-colors,default,hover,0,pass,8.30957866051636,"[23.079922500000002, 23.0863485, 23.086935, 1]","[255, 145.20006, 147.89999999999998, 1]",
recommended,dark,Button,,error,solid,base/label,/__functional-colors,default,active+hover,0,pass,9.04891554369144,"[23.079922500000002, 23.0863485, 23.086935, 1]","[255, 157.400025, 159.800085, 1]",
recommended,dark,Button,,error,solid,base/label,/__functional-colors,default,keyboard-focus,0,pass,7.645198451741413,"[23.079922500000002, 23.0863485, 23.086935, 1]","[255, 133.000095, 135.999915, 1]",
recommended,dark,Button,,error,solid,base/label,/__functional-colors,default,keyboard-active+focus,0,pass,9.04891554369144,"[23.079922500000002, 23.0863485, 23.086935, 1]","[255, 157.400025, 159.800085, 1]",
recommended,dark,Button,,error,solid,base/label,/__functional-colors,default,focus+hover,0,pass,8.30957866051636,"[23.079922500000002, 23.0863485, 23.086935, 1]","[255, 145.20006, 147.89999999999998, 1]",
recommended,dark,Button,,error,link,base/label,/__functional-colors,default,idle,0,pass,8.449594779719497,"[255, 133.000095, 135.999915, 1]","[10.0000035, 10.0000035, 10.0000035, 1]",
recommended,dark,Button,,error,link,base/label,/__functional-colors,default,hover,0,pass,8.449594779719497,"[255, 133.000095, 135.999915, 1]","[10.0000035, 10.0000035, 10.0000035, 1]",
recommended,dark,Button,,error,link,base/label,/__functional-colors,default,active+hover,0,pass,8.449594779719497,"[255, 133.000095, 135.999915, 1]","[10.0000035, 10.0000035, 10.0000035, 1]",
recommended,dark,Button,,error,link,base/label,/__functional-colors,default,keyboard-focus,0,pass,8.449594779719497,"[255, 133.000095, 135.999915, 1]","[10.0000035, 10.0000035, 10.0000035, 1]",
recommended,dark,Button,,error,link,base/label,/__functional-colors,default,keyboard-active+focus,0,pass,8.449594779719497,"[255, 133.000095, 135.999915, 1]","[10.0000035, 10.0000035, 10.0000035, 1]",
recommended,dark,Button,,error,link,base/label,/__functional-colors,default,focus+hover,0,pass,8.449594779719497,"[255, 133.000095, 135.999915, 1]","[10.0000035, 10.0000035, 10.0000035, 1]",
recommended,dark,FormField,,error,,error,,default,visible,0,pass,8.449594779719497,"[255, 133.000095, 135.999915, 1]","[10.0000035, 10.0000035, 10.0000035, 1]",
recommended,dark,API fixture,F1,,,,,default,idle,0,pass,8.449594779719497,"[255, 133.000095, 135.999915, 1]","[10.0000035, 10.0000035, 10.0000035, 1]",
recommended,dark,API fixture,F2,,,,,default,idle,0,pass,11.024783690770832,"[244.000065, 182.999985, 63.9999, 1]","[10.0000035, 10.0000035, 10.0000035, 1]",
recommended,dark,API fixture,F5-field-caveat,,,,,default,idle,0,pass,9.48682753567006,"[244.000065, 182.999985, 63.9999, 1]","[33.39998415, 27.30000165, 15.40004415, 1]",
recommended,dark,API fixture,F5-field-caveat,,,,,default,idle,1,pass,6.593873187610103,"[161.000115, 161.000115, 161.000115, 1]","[33.39998415, 27.30000165, 15.40004415, 1]",
recommended,dark,API fixture,value-caveat,,,,,default,idle,0,pass,9.48682753567006,"[244.000065, 182.999985, 63.9999, 1]","[33.39998415, 27.30000165, 15.40004415, 1]",
recommended,dark,API fixture,value-caveat,,,,,default,idle,1,pass,6.593873187610103,"[161.000115, 161.000115, 161.000115, 1]","[33.39998415, 27.30000165, 15.40004415, 1]",
recommended,dark,ResponseExample,,,,status/statusText,,default,single status visible,0,pass,7.9054395961421475,"[107.999895, 218.00001, 117.00012, 1]","[36.0000534, 47.0000649, 36.9000759, 1]",
recommended,dark,ResponseExample,,,,status/statusText,,default,single status visible,1,pass,7.9054395961421475,"[107.999895, 218.00001, 117.00012, 1]","[36.0000534, 47.0000649, 36.9000759, 1]",
recommended,dark,ResponseExample,,,,status/statusText,,default,single status visible,2,pass,6.095653619441885,"[82.000095, 174.000015, 255, 1]","[33.4000989, 42.6000654, 50.700063899999996, 1]",
recommended,dark,ResponseExample,,,,status/statusText,,default,single status visible,3,pass,6.095653619441885,"[82.000095, 174.000015, 255, 1]","[33.4000989, 42.6000654, 50.700063899999996, 1]",
recommended,dark,ResponseExample,,,,status/statusText,,default,single status visible,4,pass,7.760385422077901,"[244.000065, 182.999985, 63.9999, 1]","[49.6000449, 43.5000624, 31.600104899999998, 1]",
recommended,dark,ResponseExample,,,,status/statusText,,default,single status visible,5,pass,7.760385422077901,"[244.000065, 182.999985, 63.9999, 1]","[49.6000449, 43.5000624, 31.600104899999998, 1]",
recommended,dark,ResponseExample,,,,status/statusText,,default,single status visible,6,pass,6.172862001320169,"[255, 133.000095, 135.999915, 1]","[50.700063899999996, 38.500073400000005, 38.8000809, 1]",
recommended,dark,ResponseExample,,,,status/statusText,,default,single status visible,7,pass,6.172862001320169,"[255, 133.000095, 135.999915, 1]","[50.700063899999996, 38.500073400000005, 38.8000809, 1]",
recommended,dark,LifecycleNotice,,,,,,default,idle,0,pass,9.48682753567006,"[244.000065, 182.999985, 63.9999, 1]","[33.39998415, 27.30000165, 15.40004415, 1]",
recommended,dark,LifecycleNotice,,,,,,default,idle,1,pass,9.48682753567006,"[244.000065, 182.999985, 63.9999, 1]","[33.39998415, 27.30000165, 15.40004415, 1]",
recommended,dark,LifecycleNotice,,,,,,default,idle,2,pass,9.663333524293087,"[107.999895, 218.00001, 117.00012, 1]","[19.79999265, 30.80000415, 20.70001515, 1]",
recommended,dark,LifecycleNotice,,,,,,default,idle,3,pass,9.663333524293087,"[107.999895, 218.00001, 117.00012, 1]","[19.79999265, 30.80000415, 20.70001515, 1]",
recommended,dark,LifecycleNotice,,,,,,default,idle,4,pass,9.48682753567006,"[244.000065, 182.999985, 63.9999, 1]","[33.39998415, 27.30000165, 15.40004415, 1]",
recommended,dark,LifecycleNotice,,,,,,default,idle,5,pass,9.48682753567006,"[244.000065, 182.999985, 63.9999, 1]","[33.39998415, 27.30000165, 15.40004415, 1]",
recommended,dark,LifecycleNotice,,,,,,default,idle,6,pass,18.342311589864977,"[255, 255, 255, 1]","[20.50004925, 20.50004925, 20.50004925, 1]",
recommended,dark,LifecycleNotice,,,,,,default,idle,7,pass,14.90818494089761,"[231.550004925, 231.550004925, 231.550004925, 1]","[20.50004925, 20.50004925, 20.50004925, 1]",
recommended,dark,LifecycleNotice,,,,,,default,idle,8,pass,7.475920865733439,"[255, 133.000095, 135.999915, 1]","[34.50000315, 22.30001265, 22.60002015, 1]",
recommended,dark,LifecycleNotice,,,,,,default,idle,9,pass,7.475920865733439,"[255, 133.000095, 135.999915, 1]","[34.50000315, 22.30001265, 22.60002015, 1]",
recommended,dark,FieldAnnotation,,,,required,,portal own bg-default,open,0,pass,8.449594779719497,"[255, 133.000095, 135.999915, 1]","[10.0000035, 10.0000035, 10.0000035, 1]",
recommended,dark,FieldAnnotation,,,,conditional,,portal own bg-default,open,0,pass,11.024783690770832,"[244.000065, 182.999985, 63.9999, 1]","[10.0000035, 10.0000035, 10.0000035, 1]",
recommended,dark,semantic text,,primary,,text,/__functional-colors,muted,idle,0,pass,6.8856422019022565,"[186.99991500000002, 140.00009999999997, 255, 1]","[26.000055, 26.000055, 26.000055, 1]",
recommended,dark,Badge,,primary,solid,base,/__functional-colors,muted,idle,0,pass,7.087039252728687,"[23.079922500000002, 23.0863485, 23.086935, 1]","[186.99991500000002, 140.00009999999997, 255, 1]",
recommended,dark,Alert,,primary,solid,title,/__functional-colors,muted,idle,0,pass,7.087039252728687,"[23.079922500000002, 23.0863485, 23.086935, 1]","[186.99991500000002, 140.00009999999997, 255, 1]",
recommended,dark,Alert,,primary,solid,description,/__functional-colors,muted,idle,0,pass,7.087039252728687,"[23.079922500000002, 23.0863485, 23.086935, 1]","[186.99991500000002, 140.00009999999997, 255, 1]",
recommended,dark,Badge,,primary,outline,base,/__functional-colors,muted,idle,0,pass,6.8856422019022565,"[186.99991500000002, 140.00009999999997, 255, 1]","[26.000055, 26.000055, 26.000055, 1]",
recommended,dark,Alert,,primary,outline,title,/__functional-colors,muted,idle,0,pass,6.8856422019022565,"[186.99991500000002, 140.00009999999997, 255, 1]","[26.000055, 26.000055, 26.000055, 1]",
recommended,dark,Alert,,primary,outline,description,/__functional-colors,muted,idle,0,pass,6.8856422019022565,"[186.99991500000002, 140.00009999999997, 255, 1]","[26.000055, 26.000055, 26.000055, 1]",
recommended,dark,Badge,,primary,soft,base,/__functional-colors,muted,idle,0,pass,5.881133685732555,"[186.99991500000002, 140.00009999999997, 255, 1]","[42.100041000000004, 37.4000595, 48.9000495, 1]",
recommended,dark,Alert,,primary,soft,title,/__functional-colors,muted,idle,0,pass,5.881133685732555,"[186.99991500000002, 140.00009999999997, 255, 1]","[42.100041000000004, 37.4000595, 48.9000495, 1]",
recommended,dark,Alert,,primary,soft,description,/__functional-colors,muted,idle,0,pass,5.881133685732555,"[186.99991500000002, 140.00009999999997, 255, 1]","[42.100041000000004, 37.4000595, 48.9000495, 1]",
recommended,dark,Badge,,primary,subtle,base,/__functional-colors,muted,idle,0,pass,5.881133685732555,"[186.99991500000002, 140.00009999999997, 255, 1]","[42.100041000000004, 37.4000595, 48.9000495, 1]",
recommended,dark,Alert,,primary,subtle,title,/__functional-colors,muted,idle,0,pass,5.881133685732555,"[186.99991500000002, 140.00009999999997, 255, 1]","[42.100041000000004, 37.4000595, 48.9000495, 1]",
recommended,dark,Alert,,primary,subtle,description,/__functional-colors,muted,idle,0,pass,5.881133685732555,"[186.99991500000002, 140.00009999999997, 255, 1]","[42.100041000000004, 37.4000595, 48.9000495, 1]",
recommended,dark,Button,,primary,solid,base/label,/__functional-colors,muted,idle,0,pass,7.087039252728687,"[23.079922500000002, 23.0863485, 23.086935, 1]","[186.99991500000002, 140.00009999999997, 255, 1]",
recommended,dark,Button,,primary,solid,base/label,/__functional-colors,muted,hover,0,pass,7.840499406307669,"[23.079922500000002, 23.0863485, 23.086935, 1]","[193.8, 151.50009, 255, 1]",
recommended,dark,Button,,primary,solid,base/label,/__functional-colors,muted,active+hover,0,pass,8.662662927621303,"[23.079922500000002, 23.0863485, 23.086935, 1]","[200.600085, 163.00008, 255, 1]",
recommended,dark,Button,,primary,solid,base/label,/__functional-colors,muted,keyboard-focus,0,pass,7.087039252728687,"[23.079922500000002, 23.0863485, 23.086935, 1]","[186.99991500000002, 140.00009999999997, 255, 1]",
recommended,dark,Button,,primary,solid,base/label,/__functional-colors,muted,keyboard-active+focus,0,pass,8.662662927621303,"[23.079922500000002, 23.0863485, 23.086935, 1]","[200.600085, 163.00008, 255, 1]",
recommended,dark,Button,,primary,solid,base/label,/__functional-colors,muted,focus+hover,0,pass,7.840499406307669,"[23.079922500000002, 23.0863485, 23.086935, 1]","[193.8, 151.50009, 255, 1]",
recommended,dark,Button,,primary,link,base/label,/__functional-colors,muted,idle,0,pass,6.8856422019022565,"[186.99991500000002, 140.00009999999997, 255, 1]","[26.000055, 26.000055, 26.000055, 1]",
recommended,dark,Button,,primary,link,base/label,/__functional-colors,muted,hover,0,pass,6.8856422019022565,"[186.99991500000002, 140.00009999999997, 255, 1]","[26.000055, 26.000055, 26.000055, 1]",
recommended,dark,Button,,primary,link,base/label,/__functional-colors,muted,active+hover,0,pass,6.8856422019022565,"[186.99991500000002, 140.00009999999997, 255, 1]","[26.000055, 26.000055, 26.000055, 1]",
recommended,dark,Button,,primary,link,base/label,/__functional-colors,muted,keyboard-focus,0,pass,6.8856422019022565,"[186.99991500000002, 140.00009999999997, 255, 1]","[26.000055, 26.000055, 26.000055, 1]",
recommended,dark,Button,,primary,link,base/label,/__functional-colors,muted,keyboard-active+focus,0,pass,6.8856422019022565,"[186.99991500000002, 140.00009999999997, 255, 1]","[26.000055, 26.000055, 26.000055, 1]",
recommended,dark,Button,,primary,link,base/label,/__functional-colors,muted,focus+hover,0,pass,6.8856422019022565,"[186.99991500000002, 140.00009999999997, 255, 1]","[26.000055, 26.000055, 26.000055, 1]",
recommended,dark,semantic text,,secondary,,text,/__functional-colors,muted,idle,0,pass,10.366168159552219,"[68.99994, 221.99994, 196.999995, 1]","[26.000055, 26.000055, 26.000055, 1]",
recommended,dark,Badge,,secondary,solid,base,/__functional-colors,muted,idle,0,pass,10.669366559133293,"[23.079922500000002, 23.0863485, 23.086935, 1]","[68.99994, 221.99994, 196.999995, 1]",
recommended,dark,Alert,,secondary,solid,title,/__functional-colors,muted,idle,0,pass,10.669366559133293,"[23.079922500000002, 23.0863485, 23.086935, 1]","[68.99994, 221.99994, 196.999995, 1]",
recommended,dark,Alert,,secondary,solid,description,/__functional-colors,muted,idle,0,pass,10.669366559133293,"[23.079922500000002, 23.0863485, 23.086935, 1]","[68.99994, 221.99994, 196.999995, 1]",
recommended,dark,Badge,,secondary,outline,base,/__functional-colors,muted,idle,0,pass,10.366168159552219,"[68.99994, 221.99994, 196.999995, 1]","[26.000055, 26.000055, 26.000055, 1]",
recommended,dark,Alert,,secondary,outline,title,/__functional-colors,muted,idle,0,pass,10.366168159552219,"[68.99994, 221.99994, 196.999995, 1]","[26.000055, 26.000055, 26.000055, 1]",
recommended,dark,Alert,,secondary,outline,description,/__functional-colors,muted,idle,0,pass,10.366168159552219,"[68.99994, 221.99994, 196.999995, 1]","[26.000055, 26.000055, 26.000055, 1]",
recommended,dark,Badge,,secondary,soft,base,/__functional-colors,muted,idle,0,pass,8.47572211106268,"[68.99994, 221.99994, 196.999995, 1]","[30.300069, 45.600043500000005, 43.100049000000006, 1]",
recommended,dark,Alert,,secondary,soft,title,/__functional-colors,muted,idle,0,pass,8.47572211106268,"[68.99994, 221.99994, 196.999995, 1]","[30.300069, 45.600043500000005, 43.100049000000006, 1]",
recommended,dark,Alert,,secondary,soft,description,/__functional-colors,muted,idle,0,pass,8.47572211106268,"[68.99994, 221.99994, 196.999995, 1]","[30.300069, 45.600043500000005, 43.100049000000006, 1]",
recommended,dark,Badge,,secondary,subtle,base,/__functional-colors,muted,idle,0,pass,8.47572211106268,"[68.99994, 221.99994, 196.999995, 1]","[30.300069, 45.600043500000005, 43.100049000000006, 1]",
recommended,dark,Alert,,secondary,subtle,title,/__functional-colors,muted,idle,0,pass,8.47572211106268,"[68.99994, 221.99994, 196.999995, 1]","[30.300069, 45.600043500000005, 43.100049000000006, 1]",
recommended,dark,Alert,,secondary,subtle,description,/__functional-colors,muted,idle,0,pass,8.47572211106268,"[68.99994, 221.99994, 196.999995, 1]","[30.300069, 45.600043500000005, 43.100049000000006, 1]",
recommended,dark,Button,,secondary,solid,base/label,/__functional-colors,muted,idle,0,pass,10.669366559133293,"[23.079922500000002, 23.0863485, 23.086935, 1]","[68.99994, 221.99994, 196.999995, 1]",
recommended,dark,Button,,secondary,solid,base/label,/__functional-colors,muted,hover,0,pass,11.152392597265019,"[23.079922500000002, 23.0863485, 23.086935, 1]","[87.59989499999999, 225.299895, 202.79996999999997, 1]",
recommended,dark,Button,,secondary,solid,base/label,/__functional-colors,muted,active+hover,0,pass,11.682534954152242,"[23.079922500000002, 23.0863485, 23.086935, 1]","[106.200105, 228.600105, 208.599945, 1]",
recommended,dark,Button,,secondary,solid,base/label,/__functional-colors,muted,keyboard-focus,0,pass,10.669366559133293,"[23.079922500000002, 23.0863485, 23.086935, 1]","[68.99994, 221.99994, 196.999995, 1]",
recommended,dark,Button,,secondary,solid,base/label,/__functional-colors,muted,keyboard-active+focus,0,pass,11.682534954152242,"[23.079922500000002, 23.0863485, 23.086935, 1]","[106.200105, 228.600105, 208.599945, 1]",
recommended,dark,Button,,secondary,solid,base/label,/__functional-colors,muted,focus+hover,0,pass,11.152392597265019,"[23.079922500000002, 23.0863485, 23.086935, 1]","[87.59989499999999, 225.299895, 202.79996999999997, 1]",
recommended,dark,Button,,secondary,link,base/label,/__functional-colors,muted,idle,0,pass,10.366168159552219,"[68.99994, 221.99994, 196.999995, 1]","[26.000055, 26.000055, 26.000055, 1]",
recommended,dark,Button,,secondary,link,base/label,/__functional-colors,muted,hover,0,pass,10.366168159552219,"[68.99994, 221.99994, 196.999995, 1]","[26.000055, 26.000055, 26.000055, 1]",
recommended,dark,Button,,secondary,link,base/label,/__functional-colors,muted,active+hover,0,pass,10.366168159552219,"[68.99994, 221.99994, 196.999995, 1]","[26.000055, 26.000055, 26.000055, 1]",
recommended,dark,Button,,secondary,link,base/label,/__functional-colors,muted,keyboard-focus,0,pass,10.366168159552219,"[68.99994, 221.99994, 196.999995, 1]","[26.000055, 26.000055, 26.000055, 1]",
recommended,dark,Button,,secondary,link,base/label,/__functional-colors,muted,keyboard-active+focus,0,pass,10.366168159552219,"[68.99994, 221.99994, 196.999995, 1]","[26.000055, 26.000055, 26.000055, 1]",
recommended,dark,Button,,secondary,link,base/label,/__functional-colors,muted,focus+hover,0,pass,10.366168159552219,"[68.99994, 221.99994, 196.999995, 1]","[26.000055, 26.000055, 26.000055, 1]",
recommended,dark,semantic text,,success,,text,/__functional-colors,muted,idle,0,pass,9.881559662224687,"[107.999895, 218.00001, 117.00012, 1]","[26.000055, 26.000055, 26.000055, 1]",
recommended,dark,Badge,,success,solid,base,/__functional-colors,muted,idle,0,pass,10.170583825139756,"[23.079922500000002, 23.0863485, 23.086935, 1]","[107.999895, 218.00001, 117.00012, 1]",
recommended,dark,Alert,,success,solid,title,/__functional-colors,muted,idle,0,pass,10.170583825139756,"[23.079922500000002, 23.0863485, 23.086935, 1]","[107.999895, 218.00001, 117.00012, 1]",
recommended,dark,Alert,,success,solid,description,/__functional-colors,muted,idle,0,pass,10.170583825139756,"[23.079922500000002, 23.0863485, 23.086935, 1]","[107.999895, 218.00001, 117.00012, 1]",
recommended,dark,Badge,,success,outline,base,/__functional-colors,muted,idle,0,pass,9.881559662224687,"[107.999895, 218.00001, 117.00012, 1]","[26.000055, 26.000055, 26.000055, 1]",
recommended,dark,Alert,,success,outline,title,/__functional-colors,muted,idle,0,pass,9.881559662224687,"[107.999895, 218.00001, 117.00012, 1]","[26.000055, 26.000055, 26.000055, 1]",
recommended,dark,Alert,,success,outline,description,/__functional-colors,muted,idle,0,pass,9.881559662224687,"[107.999895, 218.00001, 117.00012, 1]","[26.000055, 26.000055, 26.000055, 1]",
recommended,dark,Badge,,success,soft,base,/__functional-colors,muted,idle,0,pass,8.102647463186113,"[107.999895, 218.00001, 117.00012, 1]","[34.200039000000004, 45.2000505, 35.1000615, 1]",
recommended,dark,Alert,,success,soft,title,/__functional-colors,muted,idle,0,pass,8.102647463186113,"[107.999895, 218.00001, 117.00012, 1]","[34.200039000000004, 45.2000505, 35.1000615, 1]",
recommended,dark,Alert,,success,soft,description,/__functional-colors,muted,idle,0,pass,8.102647463186113,"[107.999895, 218.00001, 117.00012, 1]","[34.200039000000004, 45.2000505, 35.1000615, 1]",
recommended,dark,Badge,,success,subtle,base,/__functional-colors,muted,idle,0,pass,8.102647463186113,"[107.999895, 218.00001, 117.00012, 1]","[34.200039000000004, 45.2000505, 35.1000615, 1]",
recommended,dark,Alert,,success,subtle,title,/__functional-colors,muted,idle,0,pass,8.102647463186113,"[107.999895, 218.00001, 117.00012, 1]","[34.200039000000004, 45.2000505, 35.1000615, 1]",
recommended,dark,Alert,,success,subtle,description,/__functional-colors,muted,idle,0,pass,8.102647463186113,"[107.999895, 218.00001, 117.00012, 1]","[34.200039000000004, 45.2000505, 35.1000615, 1]",
recommended,dark,Button,,success,solid,base/label,/__functional-colors,muted,idle,0,pass,10.170583825139756,"[23.079922500000002, 23.0863485, 23.086935, 1]","[107.999895, 218.00001, 117.00012, 1]",
recommended,dark,Button,,success,solid,base/label,/__functional-colors,muted,hover,0,pass,10.731899652794608,"[23.079922500000002, 23.0863485, 23.086935, 1]","[122.69988, 221.70005999999998, 130.79995499999998, 1]",
recommended,dark,Button,,success,solid,base/label,/__functional-colors,muted,active+hover,0,pass,11.336825127493679,"[23.079922500000002, 23.0863485, 23.086935, 1]","[137.40012, 225.40010999999998, 144.600045, 1]",
recommended,dark,Button,,success,solid,base/label,/__functional-colors,muted,keyboard-focus,0,pass,10.170583825139756,"[23.079922500000002, 23.0863485, 23.086935, 1]","[107.999895, 218.00001, 117.00012, 1]",
recommended,dark,Button,,success,solid,base/label,/__functional-colors,muted,keyboard-active+focus,0,pass,11.336825127493679,"[23.079922500000002, 23.0863485, 23.086935, 1]","[137.40012, 225.40010999999998, 144.600045, 1]",
recommended,dark,Button,,success,solid,base/label,/__functional-colors,muted,focus+hover,0,pass,10.731899652794608,"[23.079922500000002, 23.0863485, 23.086935, 1]","[122.69988, 221.70005999999998, 130.79995499999998, 1]",
recommended,dark,Button,,success,link,base/label,/__functional-colors,muted,idle,0,pass,9.881559662224687,"[107.999895, 218.00001, 117.00012, 1]","[26.000055, 26.000055, 26.000055, 1]",
recommended,dark,Button,,success,link,base/label,/__functional-colors,muted,hover,0,pass,9.881559662224687,"[107.999895, 218.00001, 117.00012, 1]","[26.000055, 26.000055, 26.000055, 1]",
recommended,dark,Button,,success,link,base/label,/__functional-colors,muted,active+hover,0,pass,9.881559662224687,"[107.999895, 218.00001, 117.00012, 1]","[26.000055, 26.000055, 26.000055, 1]",
recommended,dark,Button,,success,link,base/label,/__functional-colors,muted,keyboard-focus,0,pass,9.881559662224687,"[107.999895, 218.00001, 117.00012, 1]","[26.000055, 26.000055, 26.000055, 1]",
recommended,dark,Button,,success,link,base/label,/__functional-colors,muted,keyboard-active+focus,0,pass,9.881559662224687,"[107.999895, 218.00001, 117.00012, 1]","[26.000055, 26.000055, 26.000055, 1]",
recommended,dark,Button,,success,link,base/label,/__functional-colors,muted,focus+hover,0,pass,9.881559662224687,"[107.999895, 218.00001, 117.00012, 1]","[26.000055, 26.000055, 26.000055, 1]",
recommended,dark,semantic text,,info,,text,/__functional-colors,muted,idle,0,pass,7.3406359970423996,"[82.000095, 174.000015, 255, 1]","[26.000055, 26.000055, 26.000055, 1]",
recommended,dark,Badge,,info,solid,base,/__functional-colors,muted,idle,0,pass,7.555341088832712,"[23.079922500000002, 23.0863485, 23.086935, 1]","[82.000095, 174.000015, 255, 1]",
recommended,dark,Alert,,info,solid,title,/__functional-colors,muted,idle,0,pass,7.555341088832712,"[23.079922500000002, 23.0863485, 23.086935, 1]","[82.000095, 174.000015, 255, 1]",
recommended,dark,Alert,,info,solid,description,/__functional-colors,muted,idle,0,pass,7.555341088832712,"[23.079922500000002, 23.0863485, 23.086935, 1]","[82.000095, 174.000015, 255, 1]",
